video_id,comments
pvxNYyJuiqA,"['Thanks for the vid. Can I ask when it comes to SQL are you ever expected to make use of stored procedures? What might be some examples?', 'How much should I be good at maths to be a data analyst?', 'Do I need a lot of maths to do data analyst?', 'The ATA STEP program for Data Analysts:\nS - SQL\nT - Tableau\nE - Excel\nP - Python\n\n(C) ATA Technology Solutions\nLOL\ni might recommend one more step at the end:\nM - Make Millions...amirite??', 'Hi Alex, great and clear video once again. Thanks. Would be a great idea to jump straight to full Python knowledge instead of SQL? Data cleansing, web scrapping, good libraries for a lot of business sectors like marketing. It seems Python have it all....', 'I am done with all these skills. What should I go next for? Power BI or Machine Learning? (Will be doing sql project side by side as well)', 'SQL here I come xD', 'Great video man, it was very detailed 👏🏻', ""Hey Alex, Hope you are doing good.\nI'm from mechanical engineering background & want to learn \n Excel,SQl and other Software like python, tablue . i don't have Computer science/ IT domain knowledge.\nMy question is  how to Start to learn These software , suggest basic some course."", 'Thank you for providing a great starting point for learning data analysis skills. I am hoping to be offered a position as a metrics analyst here soon and your video provided me the perfect resources.']"
rZpfNh28nFI,"['Super sorry about the bad quality here! Due to this I will be doing another Q/A next month with better quality GUARANTEED!', 'Hi Alex,\nBesides SQL, what else should I study if I want to be a clinical data manager?\nI am currently 5 months in a clinical data transcription (Data entry) job. I have a Psychology BA  ..how realistic  is it for me to get a clinical data management or analyst job soon?', 'Hello, did anyone win the giveaway?', ""Hi, Alex, \nI am a mechanical engineer with experience from an automotive manufacturing company. I am currently working with Udacity on a course on ML nanodegree using Azure. I was learning SQL as I figured out would need. Now, I don't know what kind of project I can have using SQL in my portfolio (can always google but, would appreciate if you could put some light on how to choose project for portfolio rather doing randomly)? Learning Tableau(Using their Tableau learnings platform)"", ""hi alex enjoying your videos. you mentioned a udemy course you highly recommend for tableau which is good for dashboard creation etc - which one is this (i don't see anything obvious in the description). you also mentioned that it's easy to get stockmarket data to analyse - where is the best place to get that? can you recommend the best resources for data sets in general? thanks"", ""Helloo sir,I would like to become a data analyst.I have 2 year gap after graduation and I don't gave experience.is it good to enter as data analyst.what should I do and where should I start.im business enthusiastic person.\n\n\nWould you pleas reply in my mail- asifmangalad@gmail.com"", 'Thanks for the Q&A Alex! I missed this one but will tune in for the next one. Can I ask - I have a degree in economics (which I enjoyed) and I’m considering moving into Analytics. Do you suggest a good way to get my feet wet and determine if this is an area I can excel in? I’m trying to really get a feel for the complexity of the work and if it’s right for someone like me. I appreciate your feedback!', 'Hey Alex, what part of SQL would be mostly used in analytics. Select-where based queries or Creating Databases & tables or conditional expressions - stored procedures. If the answer cannot be given in a word, please try to allot some percentages to it. Sorry for a silly ask.\n\nI did complete a course  though but do wanna know specific areas if any.So, I can plan for a project within.', 'you forgot the random question of the day or random veg or fruits', 'Talking things over with your wife...AMEN!!!!!!!!!!!!!!!!!! Vital to a great, loving home.']"
brxnKIy6Cek,"[""Today I learned that my wife doesn't watch the show... what a disappointing day. Had a lot of fun making this though! :D"", 'carrots 😅', '🥕🥕🥕', 'Carrots, I like that you care a lot about your family.', 'Carrots, I like that you care a lot about your family.', ""Carrots! I like how your wife vibes so naturally and being such a cool sport, your situation is what I am fighting for while writing this message. I'm 30 coming from a field completely unrelated, very burnt out upskilling every day and still doing it because I really want this job. You're a living example I always tell myself: This dude was a doctor, with no knowledge in data, look at him now. What excuses do I have? Bravo Alex bless you with good life ahead"", 'I am smiling throughout the video seeing how happy you are with each other. \n\noh by the way \nCARROTS!', 'Alex, I loved this video! It was nice meeting your wife. You two look fabulous together... Carrots', 'Carrots!! \U0001faf6\U0001faf6', 'Carrots were supposedly great about eyesight, But my 2 eyes wearing glasses... prove that incorrect, But they are delicious. Hope when you are doing courses, you do a bit more inttermediate ones also on some of the subjects. But i do know my Go to Tutorials on SQL will be.']"
ySq0cgkZiX4,"['Alex, very helpful video. I just realised that I spend more time watching what to learn than actually learning it. LOL', ""Hi Alex - Maybe a tough question but now that you've gone through udemy and coursera for SQL and Python, which platform would you recommend? Appreciate the response."", 'Hi Alex! Question: I’m considering taking the Google Professional Data Analytics course but I’m wondering if it’s a better investment in my time and money to just knock out the Udemy courses you recommend instead. The time commitment on each seems about the same per course but the Udemy courses seem to go further in depth while the Google program does come with a certificate and looks like it explains a lot about what a data analyst does. I truly value and appreciate your insight. Thanks you!!!', 'Are these courses still valid to take in 2023?', 'did any body know how to get the discount on Udemy back? I just sign up my account right now after I had watched this video and finding the course that Alex has refered to, but after that I tried to click the link down below and ALL the discount I got is now gone. much appreciate any comment that would help', 'Hey Alex. The Python Automation Course is not available on Udemy anymore. Can you please give me an alternative for that? Thank you so much for helping us', 'Alex i just completed your roadmap to be a data analyst, ive built my own website like you, but i still not confident enough to find a job, do you have any free course recommendation ? i cant afford it', ""When do you know if you have enough skills to get a job? I know some excel just from college, took 3 stats courses, but I only took 2 SQL udemy courses, and honestly I feel like an imposter. How can I land a data analyst job at a basic level where they don't mind training me more. I hate to keep taking courses my whole life with no job lined up."", ""The excel course you recommended isn't very good."", 'Hi Alex. \n\nThank you very much for recommending my ""Querying Microsoft SQL Server with T-SQL"" Udemy course as the top course that you would recommend for become a Data Analyst. \n\nIt\'s great this course allows you to get up to speed and learn what you needed for your job. I tried to make it be the course that I would have liked when I learned T-SQL, quite a few years ago! \n\nThank you once again. \n\nPhillip']"
aJ9Q10v8Nrc,"[""I was able to get my first Job as a Data analyst thanks to you. you're Awesome Man"", 'Matcha & Cookies ice cream. Thanks for being a great guide 🙌🏼', 'Lemon and berries', 'Strawberry/Vanilla Ice Cream.', 'wow for the microsoft cert. I just found a place inAustralia doing it. They are charging 900 australian dollars for the exam. What a scam. I wonder if I can pay and try from microsoft directly?', 'Alex do  you think the CFI  BIDA certificacion north it', 'AWS or Azure certification, considering yoru vid is now 3 years old and Azure is catching up quickly?', 'Appreciate your video! Watched until the end and even though this is 2 years later, my radish story is that I was eating this stew and was excited that there were potatoes except when I bit into it, it was really soft and tasted horrible. It wasn’t a potato, it was a boiled radish. \n\nAlso my favourite ice cream is strawberry with strawberry chunks! \n\nI watched until the end because its easier to listen to longer videos when I’m doing something like running or driving and I was too busy to stop the video earlier. At some point I realized you kept going on purpose and I decided to keep listening. I felt you were trying to get rid of me early for some reason and I wasn’t going to let you win!! Hahaha did you reverse psych me? Probably. Have a good one!', 'Blue Bunny Cherry Chocolate Chunk', 'A certificate and a certification are two very different things and are not interchangeable']"
C2ik_qR5GOU,"['Broccoli!', '🥦', 'Broccoli 🥦', 'Broccoli!!  \U0001faf6\U0001faf6', 'Great content! Thanks for sharing that with us! Broccoli!🥦🥦🥦', '<3', ""Thank you Alex for a great content and touching on this sensitive area. It's my greatest challenge. And by the way,  I don't think there's anyone who doesn't stick with you till the end because you make everything interesting and create awesome contents. 3 Eggplants 🍆 for you."", 'I like almost all your Videos \n\nYou are the best and I would like to know Data Analysis like you', 'I love Broccoli 🥦', 'broccoli 🥦🙆🏻\u200d♀️ great insights. would like to enter fortune 500 company but not sure if my domain knowledge is strong enough lol']"
mLUzFXPPa4I,"['alex, i really adore you. how many years you achieve all of this knowledge??', 'Thanks Alex. Just found your channel.  Excellent content!', 'To become data analyst we have to learn python first?', 'Hey alex what about your playlist for DA 😅😅 isnt it good for beginners, i am new to this channel', 'Ive gained skills in SQL up to a joins, order by and subquery level. Would you recommend i need to go further?', 'I find that there are two types of data analysts, one is based on statistics, and another is based on machine learning. Is that right?', 'It would be so cool if they added community colleges in Coursera', ""As someone who's from local PwC, I'm actually surprised that there is a PwC course in the list. Looks like I have to give it a try sooner or later 😆"", 'Thanks Sir', 'Thanks bro! You inspire.']"
XmFhpoS6Etk,"[""Where are my 🍆🍆 people at?? 😂 (Watch to the end and you'll understand)"", '🍆🍆🍆', ""Hi Alex, love this podcast.  🍆Try to make a baingan bharta! Ya'll will love it, it's one of my favourite eggplant/brinjal dish, have it with some chapatis 🍆"", 'Eggplant', 'Eggplant', 'Eggplant!! \U0001faf6\U0001faf6', 'Eggplant', ""Comparison is the theft of joy, we should be conscious of the fact that we become what we think about. Stay focused in your lane and don't question why you keep getting luckier, especially when you're putting in the work. Hope this advice can help a person or two in this clown world."", 'Eggplant it is...\nThe imposter syndrome is hard one Alex.. Really hard..', '🍆🍆 I eat eggplant with egg omelet, but aside from that, I don\'t eat other meals or recipes with eggplants ¯\\_(ツ)_/¯ Thank you for your videos. technically, and emotionally, you\'ve been a great help. I just moved away from a job I loved as an Electrical engineer to a startup IT service provider company because of how huge the pay difference is. I studied SQL on my own, and excel just by myself. I know I\'m the best at my company, but when looking at qualifications, I dawned to me how much I still need to learn. This was even slapped on my face on my job interview where they said that they can\'t give my asking salary because there\'s more ""skillful"" analysts in their hiring pool. It felt so bad, but I pushed through with my confidence, and am now studying more. I know I will face imposter syndrome once I start working there next week, but your insights would be a huge help in making me think more logically about myself, my career, and my growth']"
1xT68oeQTd0,"['Is Coding required for Data analyst role ?', 'thank you. I love your videos.... Do you think that this career is good for working remotly?', 'I really like your videos, but to be honest I find the infinite cuts at the beginning of just about every sentence to be quite jarring and off-putting. I know you are trying to be concise and high-energy, but dang - it comes off as choppy, frenetic, and exhausting (for me).  Just my two cents worth- from someone who is far less talented than yourself, so take what I say with a grain of salt. But I did have to stop the video and come up for air as I simply could not watch you spring back to life like an android at (CUT- SPRING TO LIFE!) the next sentence.', ""Thank you for such insightful information. As someone who's looking to start a career in this field, your channel has proven to be very helpful. Thank you so much!"", 'Hey Alex. I have completed my Bachelor’s in Computer Engineering in India. Then I started working as a Python Developer for 2 years. Currently I migrate to London and I am pursuing Masters in Data Science. My master’s course length is 1 year. Many people told me that this 1 year Master’s Degree wont be standout in front of those who have 2 year Masters Degree course. So, my question is that does my 1 year Masters Degree won’t be in consideration compared to others who have 2 year Masters Degree ?', 'Would be so interesting and cool if you do a day in the life of a business analyst video', 'It’s was short and crisp video . Wanna watch more of these .', 'if you have to choose 2 tools, which one do you choose ? (Excel, Python, Power BI, Tableau, SQL) ?', 'You mentioned Python, Is R slowly fading away from the market?', 'Is there a course/certification you recommend for a beginner who wants to learn data science']"
eTsHJoMmhYQ,"['Interesting facts about Cabbage\n\n1. Ancient roots. Cabbage has been cultivated for longer than almost any other vegetable on record. To be precise, more than 6,000 years! It originated in Shensi Province, China, sometime around 4,000 B.C.\r\n\r\n2. Elixir for Baldness. In ancient China (roughly 1000 B.C.) scrolls touted cabbage as a magic cure-all for bald men. It’s hard to say if there’s any truth in this claim, but no one can deny cabbage is chock full of nutrients that promote good health.\r\n\r\n3. Vitamin C Galore. Cabbage contains a high concentration of Vitamin C. That means it cuts out toxins in your body, preventing skin disease, arthritis, and rheumatism. Go for red cabbage when you have Vitamin C in mind. It contains double the content of regular green cabbage.', 'Cabbage ', 'Cabbage!! \U0001faf6\U0001faf6', 'Cabagge', ""Munching cabbage while I  wait  for my laptop to be delivered (I followed your recommendation on configuration of laptop) and can't  wait  to learn MySQL."", 'Cabbage!\n\nHi Alex, this is me again watching today\'s video.... Another of my goals, besides changing career to data analyst and finding a job on June, is to find an English language based job, and hopefully emigrating from my country. I\'m thinking of Mexico where I am at the moment... the struggle though is that to be able to work in another country there are always a lot of legal things you have to get that I think might not be easy.\n\nBut, at the same time, with all this ""remote work"" revolution since COVID, I have a theory that maybe I can find a remote job, in English, without the need of work permits, etc. and just travel while I work. Do you think this is a real possibility?, I think you are not an immigrant so probably don\'t have a lot of experience working in another countries, but do you have any insight, or advice on this?... maybe from the ""company hiring immigrants"" position?', 'cabbage 🥬 😊 another fantastic talk! hope you and your family are doing well!', ""My cabbages!! :'D"", ""Yes I'm seeing this so late but this was heartfelt and personal. I enjoyed this. 👍❤"", 'Cabbage rocks!! And data analytics too!']"
8SolrjsGqzE,"['Avocado 😂🎉', '🥑🥑', 'Thanks for sharing your insights. I\'m in my early 50s, and 3 years ago stumbled into a Business Intelligence Developer position. I love it; wish I\'d known the world of data analytics existed decades ago. Now, I\'m faced with the reality that my career has never been linear.  It\'s taken many twists and turns with different skillsets, including primarily focused on raising kids for 15 years.  \n\nIn my current position, I am  the most knowledgeable in the company and100% self taught by reading books, online courses, etc. This is meant to boast, it\'s actually a somewhat sad reality. It\'s frustrating not having anyone to talk to with more advanced skills than myself to know if I\'m approaching projects the ""right"" way. \n\nI look at postings for other jobs specific to my skillset (Power BI) and based on my actual experience with the tool, I can\'t even find anything that isn\'t entry level that\'s paying anywhere near what I\'m currently making.\n\nI\'ve been sitting on the fence on whether or not to pursue a master\'s and frankly, this video helped cement the fact I really don\'t have a choice if I want to advance my career.  I can\'t get in 10 years of experience with the expectation I having an additional 20 years to work.', 'Avocado. 😊', 'Avocado 🥑🤣🤣', ""Avocado, I took the route of self taught because i just graduated as an accountant and realized i won't get paid well while working the whole day. Now i'm getting my portfolio ready for data analysis jobs after spending 7 months on studing alone. I hope i will get a job fast. Thank you alex, you've been a huge help.🥰🥰"", 'Avacado!', 'Avocados are technically a fruit fyi', 'Thanks Alex. I am going for Le Wagon bootcamp.. I dont have degree, failed some intrepenorship... i put lots of hope in DA honestly.. Dont have 6k sitting arround but i feel like its cheap actually. 6K to get into the data wolrd / having interresting job..  Luckily im french and i may get some help from governement for the financement. Bootcamp starts october 6th, will keep you in touch', '🥑']"
SKsjWzzz4mY,"['It’s unlikely that any one person will like/be good at all of these! I personally don’t love documentation, but I do understand the importance of it. (I do like everything else though 😁) \n\nSo if you don’t hit all of these boxes don’t worry!', ""I do definitely wanna be a Data analyst but I don't necessarily have a background in maths so what can I do if i wanted to go into data Analyst."", 'You mention collaboration with other teams & colleagues, so my question is: What other teams do you work with most frequently?', 'I’m not kidding, the first three I was like, ‘nope!’  Next I was like, ‘yes’. I love being the ‘excel guy’ at work and love data and working with it. But I’m not a fix-it guy and I’m not the ‘super organised’ type. I’m left wondering whether or not this is for me. \nWhat can I do to further explore?\nI don’t want to write off a possible career that I might love. \n\nFrom your videos comparing data analyst to business analyst or data scientist, I definitely had my suspicions confirmed that data analyst was what I had in mind for what I wanted. \n\nIt’s the whole, ‘build dashboards and create reports’ thing...that’s what I think I would love and be good at (based on the small exposure I’ve had at different times in my job)', 'Does data analyst need knowledge or certificate or both can u tell it', 'Hi Alex, if someone dislike mathematics but interested in data analyst job, is it alright?', 'Hey Alex, I have learned almost everything I need to know in excel and started on VBA on recently. Would you recommend learning it? Or will SQL and python be enough?', ""0:19 you like solving problems \n1:05 you're organized and structured \n1:45 you're a self learner who enjoys learning new skills \n2:09 you're good with people and enjoy collaborating \n2:44 you enjoy building and coding"", 'With office jobs being transformed to remote work, should data analysts be worried about being outsourced?', ""Hey Alex :)\nI just came across your channel while surfing in search of data analysis/science. I like programming but I'm confused about my position. I think I'll do well in data analytics and I'd like to explore this arena. But as a newbie idk where to start ! Could you help me please ? Like recommending a course? It'll be of great help sir. Appreciate the efforts you put in your videos :)\nAlso, would you recommend Udemy or Coursera ?\n\n\nEdit: I like identifying patterns, solving coding questions which are based on patterns and all. I like keeping everything organized (idk why I said that). I think it'll be a good path for me""]"
Z2AachB309o,"['All my Jalapeño people are going to make it! 👍 (you’ll know what I mean if you watched to the end 😂)', ""Thank you so much for sharing Alex!! I come from a Social Work background, my Data Analytics career change is in full swing at the moment, and there have been plenty of moments where I wasn't sure if this was the right choice/if I can make it/is this even possible.\nI'm sure there will be plenty more of those moments (especially on days where SQL passionately disagrees with me xD ), but going forward I'll come back to your video on said days, take a deep breath, and carry on. Thanks again 🌶🌶🌶"", 'Thanks for the inspiration! I hope all is well with you and your family! Jalapeño!', 'Jalapeños! Thanks Alex!', ""3 years later and this video is still making an impact (along with the rest of your channel)! I'm in a very, very similar situation and this helped me so much. Thank you for starting this channel and sharing your story and skills with us! Jalapeño!"", 'Jalapeños', 'jalapeños', 'Jalapeno', 'Your puppy is soooo cute omg I completely lost it when I saw him!! Thank you for your open hearted honesty in this video. I’ve been feeling the calling to change careers into tech and something keeps telling me that data analytics is my path to that. I’m feeling very inspired to start learning the necessary skills and take the leap!', 'Thank you Jalapeño']"
_gP-DH0iZLw,"['Is it okay to start being a data analyst first then change to cybersecurity analyst?', 'Do you need a degree to become a data analyst?', '🙏🏾💯', ""Hey Alex, I'm a B. Tech in CSE graduate fresher, I'm planning to do my masters in Data Analytics but I don't like coding, even though being a CS engineering Coding feels difficult for me, so rather than taking Data Science I thought of taking Data Analytics else UI/UX. What would you recommend me? Please help me out! Alex"", 'If you’re coming from a BD/Sales career, and has zero knowledge in Data Analytics, will it be a good idea to shift?', ""Hi, how do you suggest someone who has no IT background get into the Data Analytics career path? I've been burnt out of my current job and I've always been trying to get into the IT industry. Thank you!"", ""I appreciate this video, I'm currently choosing my career path either a data analyst or a software developer. Now it made me clear that I really want to pursue Data analyst career. Thank you 😊✨"", 'Information is like a jet engine.', 'Interested....', ""Sounds like a dreadfully boring career if I'm going to be honest with you. But to each their own.""]"
-Inc1be4zSg,"[""Could you make a video on how to get a data analyst job in a domain you don't have any experience in. This could be because the domain in not the degree I have and/or literal job experience. I feel that a lot the recruiters usually tend to skip or give lesser importance to your job application because of it."", 'On topic at 3:00', 'It is Nice topic. I like it.', 'Thanks for all of this info!', 'All good!', 'the video starts at 4:15', 'How do I get into contact with a recruiter? Is there a process?', 'Rule #1: Take care of your family!!', ""Hi Alex, found your channel two weeks ago (5 reasons not to be a data analyst was the first video of yours that I saw). I am just beginning the process of learning SQL and the other skills you highlight so I can change careers (25 years in retail grocery as a cashier) and live in a suburb of ATL.\n\nI'd like to ask about the following situation: what are your thoughts about contract or contract-to-hire or gig jobs appearing on an application for someone looking for that first Jr Data Analyst position who has no other experience other than cashierintmg? Is seeing a bunch of temporary contract work a plus or a minus on an application,  when applying for that full time job. (I have a particular domestic situation that keeps me tied to retail)"", 'How to select data for doing our own project from scratch?']"
CsMh7Ykmnw4,"['I agree with this video. These lies can catch youout for technical roles.\nBut lying about skills fir a basic iob at the bottom fkr minumum wage. Wich youll learn the job in training. Not  bad. I mean youngott aearn to live. But lying anything for a role above the bottom. Would be a no go. As its quiet easy you can get found out. As any job a above the basic bottom role. Will always requier some skill and experience to count on.', 'These corporation lie to us all the time; play dirty.', 'Reasons not to lie:\n1. You like being unemployed\n2. You want other candidates to get the job\n3. You actually want to be homeless\n4. You enjoy job rejections\n5. You like being lied to and manipulated by companies and feel you shouldnt do the same...ya know like fair is fair isnt applicable', ""I haven't worked in 14 years and my resume is completely empty. Every detail besides my name is a lie."", ""Don't lie in the resume, lie in the interview"", 'If you haven\'t found this gem yet, this lady shows you how to ""lie"" on your resume the right way:\n\nhttps://youtu.be/07fKv1_gyEI', 'I’m at a point where I’ve applied to like hundreds of jobs and im not even getting a call back. Soooo….', 'it feels impossible to get a good position and not lie, i for one have told the truth but it seems that i am not viable to be hired for anything beyond customer service.', 'Never lie about being able to play an instrument. My friend put on his CV that he could play the piano. Then some time later his boss asked if he could play for the board of directors. He was googling how to break his fingers, but at the end he confessed to the lie.', ""Saying not to lie on a resume, or not too grossly exaggerate, is absurd, when the rules of the game as established by employers themselves, require that you lie. In case anyone hasn't noticed, entry level jobs no longer exist. By that I mean every job listed as entry-level now requires 2 + years of experience. In effect, what this means is what I previously said, entry level jobs no longer exist. Thus, unless you fabricate something very cleverly, or exaggerated to the ultimate degree, how does one without the requisite experience gain employment? Employers have no right to expect a hundred percent veracity from prospective employees when the rules of the game as established by the employers themselves demand that you not be truthful in order to gain employment. Bottom line is, if you tell people to lie to you, don't be surprised or angered when they do.""]"
ho2vzKPAD50,"['Alex thanks for doing great  favor, as every free resources do give only beginners level free videos, where could we find a complete resources related to data analyst', 'Hi Alex,  as a beginner with no experience in SQL, what would you start with: SQL Server, MySQL, PostgreSQL etc? or does it make no difference at all in the beginning? Thanks', 'When you will upload advanced SQL .. and demo type of project using SQL', 'Interesting Live 👌', 'is MIS a good degree to become a data analyst or data scientist? i know i can be a data analyst without a degree but i want to know is MIS useful', 'I learn python,MySQL,Power bi, Tableau what is the next step or which career I can define myself', ""Hi Alex, I'm currently studying Comp. Sci. and I'm 2nd grade. I did an EDA on kaggle and I wonder what projects should I work on or do to find a job faster in data analysis?"", 'Can you show us a hole project for learn and practice  with you ,please', ""Hey Alex!\nWhat are the differences between Data Analayst, Data Engineer, and Data Scientist also what are the tools needed to be advanced in those fields? \nThanks beforehand, I love the way you talk, You're very humble! Can't wait to see this channel grow bigger. May everything goes okay with us in spite of being in this pandemic:)"", 'Hi Alex, I just want to ask if is it possible to make a lateral move from financial analysts to data analysts? As you said, entry level jobs are saturated and it will be great if I could make a lateral move instead. On my day to day job, I am focusing on analysing trends or conducting time series analysis rather than extracting or cleaning data.']"
5MZo2RoS8Yo,"['hello I have previous data administration experience in healthcare based here in UK, I have recently completed a bootcamp in Data Analysis covering Excel SQL and Power BI. Do you think its worrth doing a 3 month placement unpaid to get my foot in door....', 'Thanks for this informative video however I would like for advise for how a Data analyst can work in Cloud computing', 'Thanks so much for this video, Alex.', 'This guy explained what a resume is. Damn', '@Alex, please can I be a data analyst, a certified Professional scrum master and a product manager. Kindly advise. Thank you', ""I'm interested in Artificial intelligence.  What would be the transition from a data analyst to artificial intelligence. Thanks."", 'Change that thumbnail...🤦🏿\u200d♀️', 'Hello mam/ sir\nPls advise which is best carrier in below with high demand and more vacancy  job all over world? \n1) aws/ azure admin\n2) data base administration ( sql/ oracle) \n3) linux admin/ windows Server admin\n4) Vmware admin\n5) Salesforce admin\n6) SAP basis/ SAP system admin\n7) big data/ hadoop admin\n8) pega admin\n9) servicenow admin\n10) SharePoint admin\n11) O365 admin\n12) system admin\n13) SAP S4 HANA cloud\n14) SAP analytics cloud\n15) IT security/ cyber security\n16) UI/UX designer\n17) marketing cloud admin', 'Do I need to a bachelors degree or do you recommend this 30 week classes', ""I'm thinking to learn advance excel and Power Bi. Because my excel is clear and I've learnt in 12th standard. Is it a correct path to become a data analyst?""]"
M2ySRYpo9S0,"['Don\'t become a data analyst if:\n\n1) you don\'t want to hear ""man i hate mondays"" and ""happy friday!"" every week for the rest of your life', 'Thank you for a great video, I appreciate the honesty, I have been thinking about it a lot, figuring out my thought patterns, and your video answered my questions and now I am more interested ✨', 'Don’t know what else to do. Every job is frustrating and bosses are at most okay. If struggling to learn something new will get me to a some what happy place, I’ll strive for it.', 'I think it’s so funny people think under 70,000 dollars isn’t good money lol. If I made 69k a year I’d be legitimately over the moon', 'But what if u hire a tutor to teach u', 'totally agree with you Sir Alex, I still hit my head with keyboard whenever assigned to a new project haha, so much new things too learn, at least for domain knowledge', 'What would I require if I wanted to get into the field of sports Data analysis', 'Thanks a lot Johnny Sins.', ""In your prior video you said you have a recreational therapy degree and here you say you studied medicine.  Are both true?  I'm confused.  Thanks"", ""1. Be a self learner + lots to learn on the job.\n2. Easily frustrated.\n3. Hate doing menial work - data transformation.\n4. Dislike working with people.\n5. Thinking you'll get really rich quick.""]"
ncXgqGePvwI,"[""If you've taken a bootcamp please let me know below! I'd love to hear your experience after taking one!"", 'Hey Alex! Thank you for all the information and time you put into making this video!Any thoughts on Colombia University Data Analysis bootcamp? Thank you', 'Thank you for taking the time to give advice! The offer I was given by one bootcamp for UI/UX was $15,000, with a 3 month, full time track and job guarantee. I will research my way through Udemy, Khan, LinkedIn, and others.', '2 years later, do you still feel this way? There are a lot more options available now. I’ve seen offerings from over 20 companies; Thinkful, General Assemb.ly, Codecademy, etc. plus ones from companies like EdX that partner with universities. I’d love an update with your thoughts. As someone who’s trying to break into this profession in 2023 with no coding background, but a BSBA double major in economics and finance, the number of Bootcamp and online certificate options is a bit overwhelming. Thanks in advance if you update, and thanks anyway if not! Love the channel.', ""I'm contemplating doing a bootcamp, but I have no other 'real' tech experience.  I'm really wondering if a DA bootcamp + my liberal arts bachelor's degree will cut it."", 'I don’t have a bachelors degree. I never finished school. I have some university coursework. I have a customer service background . I currently have a county job. I want to make a career change but I’m so confused on how. You said if you don’t have a bachelors degree and just a boot camp certificate you’re likely not to get the job. Should I go back and get my degree? It was in Sociology. Not really field related either. So idk what to do', ""Have you ever heard of Merit America? I would love a video on that as I'm applying and I've only seen positives associated with it. You pay $0 up front and don't pay anything until you get a job making $40k or more a year. Plus, they work with your schedule so you don't have to quit your job. You put in about 20-25 hours per week for 16 weeks. The price is $5,400 no interest, and you pay $95 a month after you get a job. I want to know your opinions on this as I've watched your videos for a while and would love feedback!"", ""I recently withdrew from a software engineering degree due to financial reasons but I can afford to take on a data analysis bootcamp while I'm out of school, do you think that will be enough for me to land a job? I have coding experience dating back to high school but not much job experience. I spent most of my years in college/high school doing freelance IT technical support on fiverr doing computer optimizations, desktop/laptop/phone repairs, and creating software programs for friends when I have the time."", 'So I got a masters in computer and information systems. My bachelors is in psychology. I did a career change and went into IT. My problem has been that the program undid my masters in was new so not as structured as it probably is now. Because of that I did not get any real experience and could not land any real entry level job because I am ""over qualified"". And since of that reason I have no real job experience because no one was really giving me a chance. Now I\'m looking to get back into the workforce after being a stay at home dad but I think in order for me to do that, these bootcamps might be the quickest way. Not concerned about cost. Friend I know who have done these bootcamps have been successful and found a job quickly.', 'Alex what do you think about Georgia techs data analysis bootcamp?']"
ywZXpfdqg1o,"['Hey Alex!\nI am Data Analyst and currently working, as I m doing freelancing also one of my client approach me as he is giviing data analytics services to different companies so he is asking how much he should charge data analysis service to companies or their client? if they hire us one time what will be the pricing? if they asking services from us on monthly, quarterly or annually how much we should charge them?', 'Thank you, Alex! You summed everything up perfectly.', 'Helpful 🎉😊', 'Thanks for useful imformation. How about xml for data analyst? Is it required for data analyst job?', ""Thank you so much for the Data Analysis job description. I'm currently taking Data Analysis course through Coursera. There are 8 courses total, and I'm currently on course 4."", 'looks super boring', ""Sibei well summarised I'm gonna be a data analyst one day!!"", 'Wow by far the easiest and smoothest explanation I’ve listened to. Thanks Alex!', 'thanks for sharing', 'I thought I was watching at 1.5 velocity but no, was normal 🤣 btw great video']"
IqQCBytyATo,"['Ask me questions below to be featured in the next Q&A video!', ""one more question, when you say having a Bachelors degree is helpful, does it have to be data science/analysis, or any Bachelor? I have a B.A. History, M.S. Library Studies, and working on M.A. Philosophy. oh, and when do you think you'll have open spots on your coaching tier?"", ""Hey Alex, if I'm taking the Google Professional Data Analyst Certification,  which introduces R, should I take a Coursera Python course at the same time, or focus mainly on R, as you indicate Python can be difficult?"", 'What if you have 9 years of. Career gap and then u wanted to become data analyst,is it possible.as my kids r old enough so thought to start my job,please reply and any suggestions would appreciate.Thank you', 'Can you please tell me that what are the skills required to become a data base administrator (DBA ) ?', 'Hi Alex, I would like to know if you think data analyst is a good position/career to start to make a transition to data engineering in a future.', 'hi alex, can u make a video on how to create a resume.', 'Hi, thank you so much for this opportunity... As I said in another comment, that I’m 2005 graduate of B.Sc Computer Science, But I have experiences in documents controlling and archiving... Since graduation I have seek to improve myself.. but I lack the clear target! till I found your channel, since few weeks ago I started study a Sololearn course of Data Science, since I have a humble knowledge of SQL and Python and liked to improve it... but I saw your video of Data Science vs Data Analysis and I have found my way! Data Analyst! So, any word of advice in the light of the aforementioned... thank you', 'What is your opinion on types of degree to get a good entry level job for being a data analyst. Like does it matter what type of degree you get for example sociology going into data analyst....knowing that you came form a somewhat medical field i might know but just curious', 'Alex, I’m an outbound logistics specialist whose only experience with queries was Power Query which has set me up for success in my current role. Watching your videos and hearing what you can do with SQL has inspired me to start learning to further develop my reporting and analysis. Thank you for the content you’re creating and for the beginner videos you’ve posted, they’re wonderful resources. For my question: are there other free resources you would recommend besides what you provided in your free resources video?']"
